name,code,type,glottocode,glottolog_name
Potawatomi,pot,language,pota1247,Potawatomi
Chocho-Popoloka,pow,language,sanf1264,San Felipe Otlaltepec Popoloca
Pogolo,poy,language,pogo1243,Pogolo
Paipai,ppi,subgroup,paip1241,Paipai
Pipil,ppl,dialect,pipi1250,Pipil
Popoloca,pps,subgroup,sanl1248,San Luís Temalacayuca Popoloca
Maliseet-Passamaquoddy,pqm,language,male1292,Malecite-Passamaquoddy
Arabic,prar,subgroup,,
preussisch litauische,prg,subgroup,prus1238,Old Prussian
"Farsi, Eastern",prs,language,dari1249,Dari
Pintiini,pti,language,pint1251,Pintiini
Potawatomi,ptwt,subgroup,,
Piro,purs,subgroup,,
Central Southern Ojibwe,q19,subgroup,,
Kings River,q1s,language,,
Old Algonquin,q54,subgroup,,
Berber (Figuig),qb8,subgroup,,
Yegir,qe3,subgroup,,
Mascouten,qes,language,,
Erie,qgl,subgroup,,
Eau,qk6,language,,
Amangu,qk6-ama,dialect,,
Mantharda Subgroup,qman,subgroup,,
Mari Subgroup,qmar,subgroup,,
Ngayarda Subgroup,qnga,subgroup,,
Cora,qny,subgroup,,
Sahaptin,qot,language,,
Pericú,qp0,subgroup,,
Tule-Kaweah,qr0,language,,
Nicola,qs7,subgroup,,
Wambawamba,qt2,language,,
Karraba,qt2-bar,dialect,,
Quiche,quac,subgroup,,
Quiche,quc,subgroup,kich1262,K'iche'
Quechu-Maran Subphylum,quch,subgroup,,
Yungay,quea,subgroup,,
Northern Chinchay,queb,subgroup,,
Southern,quec,subgroup,,
Central Quechua,quew,subgroup,,
Sipacapa Quiché,qum,subgroup,sipa1247,Sipacapense
Sacapultec,quv,subgroup,saca1238,Sacapulteco
Western Desert Language,qwdl,subgroup,,
Kashkai,qxq,subgroup,qash1240,Qashqa'i
Yalyi,qyar,subgroup,,
Rendille,rel,subgroup,rend1243,Rendille
Maropa,rey,subgroup,reye1240,Reyesano
Rimi,rim,subgroup,nyat1246,Nyaturu
Ritharngu,rit,language,rita1239,Ritharrngu
Rembarrnga,rmb,language,remb1249,Rembarrnga
Ronga,rng,subgroup,rong1268,Ronga
Romanche,roh,subgroup,roma1326,Romansh
Common Romance,roma,subgroup,,
Romani,romi,subgroup,,
Romanian,ron,language,roma1327,Romanian
Moldavan,ron-mol,dialect,,
Runga,rou,subgroup,rung1258,Runga
Kirundi,run,subgroup,rund1242,Rundi
Istro-Rumanian,ruo,subgroup,istr1245,Istro Romanian
Russian,rus,language,russ1263,Russian
Eastern Akan'e,rus-eak,dialect,,
Gdov,rus-gdo,dialect,,
Kostroma,rus-kos,dialect,,
Kursk-Orel,rus-kur,dialect,,
Ladoga-Tixvin,rus-ldt,dialect,,
Novgorod,rus-nov,dialect,,
Northern Transitional,rus-ntr,dialect,,
Pskov,rus-psk,dialect,,
Rjazan',rus-rjz,dialect,,
Seliger-Toržok,rus-sel,dialect,,
Southeastern Transitional,rus-set,dialect,,
Southwestern Transitional,rus-swt,dialect,,
Tver,rus-tvr,dialect,,
Upper Dnepr,rus-udn,dialect,,
Upper Desna,rus-uds,dialect,,
Vladimir,rus-vla,dialect,,
Vologda,rus-vol,dialect,,
Western Russian,rus-wes,dialect,,
Chal,rut,subgroup,rutu1240,Rutul
Sauk-Fox,sac,language,mesk1242,Meskwaki
Sandawe,sad,language,sand1273,Sandawe
Yakut,sah,subgroup,yaku1245,Sakha
Saharan,saha,subgroup,,
Salish,sali,subgroup,,
Samburu,saq,language,samb1315,Samburu
Sarcee,sarc,subgroup,,
Shabo,sbf,subgroup,shab1252,Shabo
Safwa,sbk,subgroup,safw1238,Safwa
Eshisango,sbp,subgroup,sang1330,Sangu (Tanzania)
Subiya,sbs,language,subi1246,Subiya
Southern Caddoan,scad,subgroup,,
Sri Lankan Creole Malay,sci,language,sril1245,Sri Lanka Malay
Slavey,scs,subgroup,nort2942,North Slavey
Bearlake Slavey,scs-bea,dialect,,
Hare,scs-har,language,,
Mountain Slavey,scs-mou,language,,
South Cushitic,scus,subgroup,,
Sassarese,sdc,language,sass1235,Sassarese Sardinian
"Kurdish, Southern",sdh,language,sout2640,Southern Kurdish
Northeastern Sardinian,sdn,subgroup,gall1276,Gallurese Sardinian
Siciatl,sec,subgroup,sech1246,Sechelt
Tsonnontouan,see,subgroup,sene1264,Seneca
"Senoufo, Cebaara",sef,language,ceba1235,Senari
Chisena,seh,subgroup,nucl1396,Sena
Ceri,sei,subgroup,seri1257,Seri
Sekani,sek,language,seka1250,Sekani
Selkup,sel,language,selk1253,Selkup
dialect of Ket,sel-ket,dialect,,
Nanergé,sen,subgroup,nane1238,Nanerigé Sénoufo
Sena,sena,subgroup,,
Serrano,ser,language,serr1255,Serrano
Sahaptian,shap,subgroup,,
Hindi-Based Creoles,shbc,subgroup,,
Shonshoni,shh,subgroup,shos1248,Shoshoni
Shuswap,shs,language,shus1248,Shuswap
"Arabic, Chadian Spoken",shu,language,chad1249,Chadian Arabic
Batha,shu-bat,dialect,,
South Halmahera-West New Guinea,shwn,subgroup,,
"Senoufo, Syenara",shz,language,syen1235,Syenara Senoufo
Sinhala,sin,language,sinh1246,Sinhala
Southern Iroquoian,siro,subgroup,,
Lappish-Swedish,sju,subgroup,umes1235,Ume Saami
Shawnee,sjw,language,shaw1249,Shawnee
Southern Sierra Miwok,skd,language,sout2985,Southern Sierra Miwok
Maia,sks,language,maia1254,Maia
Slavische Sprache,slav,subgroup,,
Central Slovak,slk-cen,dialect,,
Eastern Slovak,slk-eas,dialect,,
Western Slovak,slk-wes,dialect,,
Sala,slr,subgroup,sala1264,Salar
Notranjsko,slv-inn,dialect,,
Koroška baza,slv-kor,dialect,,
Lower Carniolan,slv-low,dialect,,
Pannonian,slv-pan,dialect,,
Primorska baza,slv-pri,dialect,,
Rovte,slv-rov,dialect,,
Stajerski,slv-sta,dialect,,
Upper Carniola,slv-upp,dialect,,
Lappish-Swedish,sma,subgroup,sout2674,South Saami
Lappish-Swedish,sme,subgroup,nort2671,North Saami
Auwe,smf,language,auwe1239,Auwe
Lappish-Swedish,smj,subgroup,lule1254,Lule Saami
Samojedische Sprachen,smoy,subgroup,,
Shona,sna,language,shon1251,Shona
Karanga,sna-kar,dialect,,
Toko,sna-tok,dialect,,
Zezuru,sna-zez,dialect,,
Senufo,snfo,subgroup,,
Southern Nilotic,snil,subgroup,,
Chango,snq,subgroup,sang1333,Sangu (Gabon)
Senari,snri,subgroup,,
Southern Numic,snum,subgroup,,
Shona (S.10),sona,subgroup,,
Songhay,song,subgroup,,
Northeast Luba,sop,subgroup,song1303,Songe
Sesotho,sot,subgroup,sout2807,Southern Sotho
Sotho,soth,subgroup,,
Sotho-Tswana (S.30),sots,subgroup,,
Kisonjo,soz,subgroup,temi1247,Temi
Español,spa,subgroup,stan1288,Spanish
Southern Panoan,span,subgroup,,
Southern Pama Subgroup,spma,subgroup,,
Suppire-Mamara,spmm,subgroup,,
Spokane,spo,dialect,spok1245,Spokane
Koony,spy-koo,dialect,,
Soqoṭri,sqt,language,soqo1240,Soqotri
Squamish,squ,language,squa1248,Squamish
Logudorese,src,subgroup,logu1236,Logudorese Sardinian
Siriono,srq,subgroup,siri1273,Sirionó
Tsuut'ina,srs,subgroup,sars1236,Sarsi
"Arabic, Shihhi Spoken",ssh,language,shih1239,Ru'us al-Jibal
Siswazi,ssw,subgroup,swat1243,Swati
Stoney,sto,language,ston1242,Stoney
Straits,str,subgroup,stra1244,Northern Straits Salish
SENO̍OŦEN,str-saa,dialect,,
Semiahmoo,str-sem,dialect,,
Songhees,str-son,dialect,,
Subtiaba-Tlapanec,subt,subgroup,,
Sukuma,suk,language,suku1261,Sukuma
Susu,sus,language,susu1250,Susu
Sutiaba,sut,dialect,subt1250,Subtiaba
Svan,sva,language,svan1243,Svan
Swahili (G.40),swah,subgroup,,
Nootkan,swak,subgroup,,
Kisuahili,swh,subgroup,swah1253,Swahili
Lower Tanana,taa,language,lowe1425,Lower Tanana
Tabassaran,tab,subgroup,taba1259,Tabasaran
Takanan,taca,subgroup,,
Takana,tacp,subgroup,,
Tahltan Cluster,tahl,subgroup,,
Tai-Kadai,taik,subgroup,,
Damulian,tam,subgroup,tami1289,Tamil
Tanaina-Ahtna,tana,subgroup,,
Tanana,tann,subgroup,,
Tarascan,tara,subgroup,,
Tarahumara,tarh,subgroup,,
Tamasheq,tash,subgroup,,
Tasmanian,tasm,subgroup,,
Tatar,tat,language,tata1255,Tatar
Baraba,tat-bar,dialect,,
West Siberian Tartar,tat-eas,dialect,,
Middle Tatar,tat-mid,dialect,,
"Tanana, Upper",tau,subgroup,uppe1437,Upper Tanana
Thurawal,tbh,language,thur1254,Thurawal
Wadiwadi,tbh-wad,dialect,,
Tanacross,tcb,language,tana1290,Tanacross
Tatoga,tcc,subgroup,dato1239,Barabayiiga-Gisamjanga
Southern Tutchone,tce,language,sout2957,Southern Tutchone
Tlapaneco-Sutiaba,tcf,language,mali1285,Malinaltepec Me'phaa
Todi,tcx,subgroup,toda1252,Toda
Tulu,tcy,language,tulu1258,Tulu
Tepewa,tee,language,hueh1236,Huehuetla Tepehua
Teke (B.70),teke,subgroup,,
Tailangi,tel,subgroup,telu1262,Telugu
Bakedi,teo,subgroup,teso1249,Teso
Tepehua,tepe,subgroup,,
Tepiman,tepi,subgroup,,
Tequistlatecan,tequ,subgroup,,
Tetela (C.80),tetl,subgroup,,
Karamojong-Teso,tetu,subgroup,,
Arizona Tewa,tew,language,tewa1260,Rio Grande Tewa
Tewa,tewa,subgroup,,
Tano,tew-han,dialect,,
Rio Grande Tewa,tew-rio,dialect,,
Tanaina,tfn,language,tana1289,Dena'ina
Sagalla,tga,language,saga1262,Sagalla
Tagwana-Djimini,tgdj,subgroup,,
Tagalog,tgl,language,taga1270,Tagalog
Tagish,tgx,subgroup,tagi1240,Tagish
Than,than,subgroup,,
Thayore,thd,language,thay1249,Thayore
Thompson,thp,language,thom1243,Thompson
Thracian,thra,subgroup,,
Tahltan,tht,subgroup,tahl1239,Tahltan
Tiv,tiv,subgroup,tivv1240,Tiv
Tiwi,tiw,language,tiwi1244,Tiwi
Tiwa,tiwa,subgroup,,
Southern Tiwa,tix,subgroup,sout2961,Southern Tiwa
Isleta-Sandia,tix-isl,dialect,,
Isleta-Sandia,tix-san,dialect,,
Tjururu,tju,subgroup,tjur1240,Tjurruru
Caxur,tkr,subgroup,tsak1249,Tsakhur
Misantla Totonako,tlc,dialect,yecu1235,Yecuatla Totonac
Tlinkit,tli,subgroup,tlin1245,Tlingit
Tlingit,tlin,subgroup,,
Totonako,tlp,language,filo1235,Filomeno Mata Totonac
Tacana,tna,language,taca1256,Tacana
Totonako,toc,language,coyu1235,Coyutla Totonac
Tojolabal,toj,language,tojo1241,Tojolabal
Tolowa,tol,subgroup,tolo1259,Tolowa-Chetco
Tol,tols,subgroup,,
Juárez Totonako,too,dialect,xico1235,Xicotepec De Juárez Totonac
Toposa,toq,language,topo1242,Toposa
Highland Totonako,tos,dialect,high1243,Highland Totonac
Totonac,totc,subgroup,,
Totonakan,toto,subgroup,,
Tanoan,tow,subgroup,jeme1245,Towa
Towa,towa,subgroup,,
Azoyú Tlapaneko,tpc,dialect,azoy1236,Azoyú Me'phaa
Tapiete,tpj,dialect,tapi1253,Tapieté
Tlapaneco-Sutiaba,tpl,language,tlac1237,Tlacoapa Me'phaa
Tepewa,tpp,language,pisa1237,Pisaflores Tepehua
Tlachichilco Tepewa,tpt,dialect,tlac1235,Tlachichilco Tepehua
Tlapaneco-Sutiaba,tpx,language,acat1239,Acatepec Me'phaa
Tenino,tqn,dialect,teni1238,Tenino
Totonako,tqt,language,west1511,Ozumatlán Totonac
Copala Trike,trc,language,copa1237,Copala Triqui
Taracahitic,trca,subgroup,,
Turkana,trka,subgroup,,
Turkish,trks,subgroup,,
Trique,trq,subgroup,sanm1298,San Martín Itunyoso Triqui
Chicahuaxtla Trike,trs,language,chic1273,Chicahuaxtla Triqui
Tswa,tsc,language,tswa1255,Tswa
Hlengwe,tsc-hle,dialect,,
Coast Tsimshian,tsi,subgroup,nucl1649,Southern-Coastal Tsimshian
Coast Tsimshian,tsi-coa,language,,
Hydahs,tsim,subgroup,,
Old Klemtu,tsi-sou,dialect,,
Nicola,tsla,subgroup,,
Cuana,tsn,subgroup,tswa1253,Tswana
Hurutshe,tsn-hur,dialect,,
Kgatla,tsn-kga,dialect,,
Kwena,tsn-kwe,dialect,,
Ngwato,tsn-ngu,dialect,,
Ngwaketse,tsn-ngw,dialect,,
Rolong,tsn-rol,dialect,,
Tawana,tsn-taw,dialect,,
Tlahaping,tsn-tla,dialect,,
Thonga,tso,subgroup,tson1249,Tsonga
Gwamba,tso-gwa,dialect,,
"Toussian, Northern",tsp,subgroup,nort2787,Northern Toussian
Tswa-Ronga (S.50),tsrg,subgroup,,
Tsetsaut,tsts,subgroup,,
Tswana,tswa,subgroup,,
Teko,ttc,subgroup,tekt1235,Tektiteko
Northern Tutchone,ttm,language,nort2941,Northern Tutchone
Tubatulabal,tub,subgroup,tuba1278,Tübatulabal
Tubatulabal,tuba,subgroup,,
Turkmanian,tuk,subgroup,turk1304,Turkmen
Tumbuka,tum,language,tumb1250,Tumbuka
Tumbuka (N.20),tumb,subgroup,,
Tungusic,tung,subgroup,,
Tuscarora-Nottoway,tuno,subgroup,,
Tupian,tupi,subgroup,,
Todga,tuq,subgroup,teda1241,Tedaga
Turkish,tur,subgroup,nucl1301,Turkish
Turkish,turk,subgroup,,
Tuscarora,tus,language,tusc1257,Tuscarora
Tusia,tusi,subgroup,,
Tuchone,tutc,subgroup,,
Turkana,tuv,language,turk1308,Turkana
"Tugen, North",tuy,language,tuge1241,Tugen
Turka,tuz,language,turk1306,Turka
Tubeta,tvs,subgroup,tave1240,Taveta
Picuris,twf,subgroup,nort1550,Taos Northern Tiwa
Picuris,twf-pic,language,,
Taos-Picuris,twf-tao,dialect,,
Ts'ets'aut,txc,subgroup,tset1236,Tsetsaut
Souther Ojibwa,txdp,subgroup,,
Thracian,txh,subgroup,thra1250,Thracian
Tofa,tyv,language,tuvi1240,Tuvinian
Tzotzilan,tzel,subgroup,,
Tenejapa,tzh,subgroup,tzel1254,Tzeltal
Tzutujil,tzj,language,tzut1248,Tz'utujil
San Bartolomé Venustiano Carranza Tzotzil,tzo,subgroup,tzot1259,Tzotzil
Ubangi,uban,subgroup,,
Ubykh,uby,language,ubyk1235,Ubykh
Udegeis,ude,subgroup,udih1248,Udihe
Udmurt,udm,subgroup,udmu1245,Udmurt
northern,udm-nor,dialect,,
Uighur,uig,subgroup,uigh1240,Uighur
Little Russian,ukr,subgroup,ukra1253,Ukrainian
Ulych,ulc,subgroup,ulch1241,Ulch
Umatilla,uma,subgroup,umat1237,Umatilla
Koko-umpilo,ump,subgroup,umpi1239,Umpila
Munsee,umu,subgroup,muns1251,Munsee
Ngarinyin,ung,language,ngar1284,Ngarinyin
Guwij,ung-guw,dialect,,
Walmbi,ung-wil,dialect,,
Woljamidi,ung-wol,dialect,,
Wurora,unp,subgroup,west2435,Western Worrorran
Oonggoomi,unp-ung,dialect,,
Chipaya-Uru,urch,subgroup,,
Muratu,ure,subgroup,uruu1244,Uru
Uraδi,urf,subgroup,urad1239,Uradhi
Jathaikana,urf-jat,dialect,,
Uraly,url,subgroup,ural1274,Urali of Idukki
Uspanteko,usp,subgroup,uspa1245,Uspanteco
Uto-Aztecan,utaz,subgroup,,
Ute,ute,dialect,utes1238,Ute-Southern Paiute
Uzbek,uzn,subgroup,nort2690,Northern Uzbek
Warijiyo,var,language,huar1255,Huarijio
Venet,vec,subgroup,vene1258,Venetian
Veddah,ved,language,vedd1240,Veddah
Tshivenda,ven,subgroup,vend1245,Venda
Mbedzi,ven-mbe,dialect,,
Veps,vep,language,veps1250,Veps
Fiot,vif,subgroup,vili1238,Vili
Kariyarra,vka,language,kari1304,Kariyarra
Jawunmara,vku,subgroup,kurr1243,Kurrama
Mardudunera,vma,subgroup,mart1255,Martuthunira
Mbabaram,vmb,language,mbab1239,Mbabaram
Miwa,vmi,language,miwa1242,Miwa
Malgana,vml,subgroup,malg1242,Malgana
Bulugudu,vml-bul,dialect,,
Mazateco de Temascal,vmp,subgroup,soya1237,Soyaltepec Mazatec
Muluridyi,vmu,language,mulu1243,Muluridyi
Ayautla Soyaltepec Masateko,vmy,language,ayau1235,Ayautla Mazatec
Huautla-Mazatlán Masateko,vmz,subgroup,maza1296,Mazatlán Mazatec
Venda (S.20),vnda,subgroup,,
vote,vot,subgroup,voti1245,Votic
Serian Isolate,vqdj,subgroup,,
North Sahaptin,waa,subgroup,wall1238,Northeast Sahaptin
Wasco-Wishram,wac,dialect,wasc1239,Upper Chinook
Washoa,was,subgroup,wash1253,Washo
Washoan Isolate,wash,subgroup,,
Wati,wati,subgroup,,
Alagwa,wbj,subgroup,alag1248,Alagwa
Warlpiri,wbp,language,warl1254,Warlpiri
Nambuda,wbp-nga,dialect,,
Mardu,wbt,subgroup,wanm1242,Wanman
Watjarri,wbv,subgroup,waja1257,Wajarri
West Chadic,wcha,subgroup,,
Wadjiginy,wdj,subgroup,wadj1254,Wadjiginy
Wainggo,wdu,subgroup,wadj1255,Wadjigu
Western Malayo-Polynesian,wemp,subgroup,,
Lee-wakya,wga,subgroup,waga1260,Wagaya
Wangganguru,wgg,language,wang1290,Wangganguru
Biyay,wgy,subgroup,warr1255,Warrgamay
"Toussian, Southern",wib,language,sout2797,Southern Toussian
Witchita,wic,subgroup,wich1260,Wichita
Wik-Epa,wie,language,wike1239,Wik-Epa
Wik-Me'anha,wih,language,wikm1246,Wik-Me'anha
Wikalkan,wik,language,wika1238,Wikalkan
Walmbi,wil,subgroup,wila1240,Wilawila
Wik-Mungkan,wim,language,wikm1247,Wik-Mungkan
Hocak Wazijaci,win,subgroup,hoch1243,Ho-Chunk
Wintoon,wint,subgroup,,
Wintu,wit,subgroup,wint1259,Wintu
Patwin,wit-hil,dialect,,
Patwin,wit-hpa,dialect,,
Patwin,wit-npa,dialect,,
Patwin,wit-pat,dialect,,
Patwin,wit-riv,dialect,,
Patwin,wit-rpa,dialect,,
Southern Hill Patwin,wit-shp,dialect,,
Patwin,wit-spa,dialect,,
Wirangu,wiw,language,wira1260,Wirangu-Nauo
Enibura,wkw,subgroup,waka1274,Wakawaka
Mooloola,wkw-dal,dialect,,
Gunbalang,wlg,subgroup,kunb1251,Kunbarlang
Walloon,wln,subgroup,wall1255,Walloon
Wambayan,wmb,language,wamb1258,Wambayan
Gudanji,wmb-gud,dialect,,
Wamin,wmi,language,wami1239,Wamin
Western Miwok,wmiw,subgroup,,
Western Mande,wmnd,subgroup,,
Western Muskogean,wmsk,subgroup,,
Juwaliny,wmt,subgroup,walm1241,Walmajarri-Juwaliny
Djuwarliny,wmt-dju,dialect,,
Warndarrang,wnd,language,wand1263,Wandarang
Wonggawan,wnm,subgroup,wang1289,Wanggamala
Western Numic,wnum,subgroup,,
Wolof,wolf,subgroup,,
West Papuan Highlands,wpap,subgroup,,
Western Pama Subgroup,wpma,subgroup,,
Didjadidja,wrb,subgroup,warl1256,Warluwara
Warungu,wrg,language,waru1264,Warrongo
Wirangu,wrgu,subgroup,,
Woradjera,wrh,subgroup,wira1262,Wiradhuri
Malgaru,wri,subgroup,wari1262,Wariyangga
Wanajaga.,wrl,subgroup,warl1255,Warlmanpa
Warramunga,wrm,subgroup,waru1265,Warumungu
Wartaman,wrr,subgroup,ward1246,Wardaman
Wunambal,wub,language,wuna1249,Wunambal
Gamberre,wub-gam,dialect,,
Miwa,wub-miw,dialect,,
Warrwa,wwr,language,warr1258,Warrwa
Huron,wya,subgroup,wyan1247,Huron-Wyandot
Wongai-bun,wyb,subgroup,wang1291,Ngiyambaa
Narran,wyb-ngi,dialect,,
Wombungee,wyb-wan,dialect,,
Waljwan,wyb-way,dialect,,
Kalmyk-Oirat,xal,language,kalm1243,Oirad-Kalmyk-Darkhat
|Xam,xam,language,xamm1241,/Xam
Kawaiisu,xaw,subgroup,kawa1283,Kawaiisu
Celtiberian,xce,language,celt1247,Celtiberian
Curonian,xcu,subgroup,,
Chuvants,xcv,subgroup,chuv1256,Chuvantsy
Galatian,xga,language,gala1252,Galatian
"""Kaffer""",xho,subgroup,xhos1239,Xhosa
Mpondo,xho-mpo,dialect,,
Mpondomse,xho-mps,dialect,,
Thembu,xho-the,dialect,,
Sinca,xin,subgroup,xinc1237,Xincan
Shinkan Complex,xink,subgroup,,
Montagnais-Naskapi,xjdu,subgroup,,
Kgalagadi,xkv,language,kgal1244,Kgalagadi
Mingrelian,xmf,language,ming1252,Mingrelian
Gokwom,xom,subgroup,komo1258,Komo (Sudan-Ethiopia)
Neo-Phrygian,xpg,language,phry1239,Phrygian
Slave,xsl,language,sout2959,South Slavey
Transalpine Gaulish,xtg,language,tran1282,Transalpine Gaulish
Tasmanian,xtz,subgroup,tasm1247,Tasmanian
Yaminawa,yaa,language,yami1256,Yaminahua
Northwestern,yak,dialect,yaki1237,Northwest Sahaptin
Eastern Pama Subgroup,yalc,subgroup,,
Yao,yao,language,yaoo1241,Yao
Yao (P.20),yaoo,subgroup,,
Kahita,yaq,language,yaqu1251,Yaqui
Yara Subgroup,yara,subgroup,,
Yaminahua-Sharanahua,yash,subgroup,,
Yellow Uyghur,ybe,language,west2402,West Yugur
Yidinic,ydic,subgroup,,
Yeei,yey,subgroup,yeyi1239,Yeyi
"Arabic, Judeo-Iraqi",yhd,subgroup,jude1266,Judeo-Iraqi Arabic
Inggarda,yia,language,ying1247,Yinggarda
Boolboora,yii,subgroup,yidi1250,Yidiñ
Koko-Minychéna,yiy,subgroup,yiry1245,Yir-Yoront
"Yukaghir, Northern",ykg,language,nort2745,Northern Yukaghir
Yalarnnga,ylr,subgroup,yala1262,Yalarnnga
East Cape,ynk,subgroup,nauk1242,Naukan Yupik
Yokuts,yok,subgroup,yoku1256,Northern Yokuts
Valley Yokuts,yok-far,language,,
Kings River,yok-kin,dialect,,
Valley Yokuts,yok-nor,language,,
Valley Yokuts,yok-sou,language,,
Tule-Kaweah,yok-tlw,language,,
Yokuts,yoku,subgroup,,
Valley Yokuts,yok-val,language,,
Iombe,yom,subgroup,yomb1244,Yombe
Yariba,yor,subgroup,yoru1245,Yoruba
Yurak Samoyed,yrk,subgroup,nene1249,Tundra Nenets
Yukateko,yua,language,yuca1254,Yucatec Maya
Yugambal,yub,language,yuga1244,Yugambal
Uchean,yuc,subgroup,yuch1247,Yuchi
Yukatekan/Mayan,yuca,subgroup,,
Uchean,yuch,subgroup,,
"Arabic, Judeo-Tripolitanian",yud,subgroup,jude1264,Judeo-Tripolitanian Arabic
Yuin,yuin,subgroup,,
Western Eskimo,yupi,subgroup,,
Bia,yuq,subgroup,yuqu1240,Yuqui
Pekwan,yur,subgroup,yuro1248,Yurok
Proto Core Thura-Yura,yura,subgroup,,
Yurok,yuro,subgroup,,
Yugh,yuu,language,yugh1240,Yugh (Retired)
Yukaghir (Southern),yux,subgroup,sout2750,Southern Yukaghir
Yuracaré,yuz,language,yura1255,Yuracaré
Jawdjibara,ywr,subgroup,yawu1244,Yawuru
Yawarawarga,yww,language,yawa1258,Yawarawarga
Zapotec,zae,subgroup,yare1249,Yareni Zapotec
Zapotec,zai,subgroup,isth1244,Isthmus Zapotec
Zaramo,zaj,language,zara1247,Zaramo
Samukoan,zamu,subgroup,,
Sapoteko,zapc,subgroup,,
Sapotekan,zapn,subgroup,,
Zapotec,zar,subgroup,rinc1236,Rincón Zapotec
Zigula,ziw,language,zigu1244,Zigula-Mushungulu
Koibal,zkb,language,samo1299,Samoyed Koibal
Milipitingara,zku,subgroup,kaur1267,Kaurna
Margany,zmc,subgroup,marg1253,Margany
Berrigurruk,zme,subgroup,mang1382,Mangerr
Mandandanyi,zmk,language,mand1417,Mandandanyi
Maranunggu,zmr,language,mara1386,Maranunggu
Muruworri,zmu,subgroup,muru1266,Muruwari
Central Bomitaba,zmx-cen,dialect,,
Northern Bomitaba,zmx-nor,dialect,,
Mixtepec Zapotec,zpm,subgroup,mixt1426,Mixtepec Zapotec
Solteco,zpz,subgroup,texm1235,Texmelucan Zapotec
Zirenkel,zrn,subgroup,zire1244,Zirenkel
Southern Sapoteko,zsr,language,sout3004,Southern Rincon Zapotec
Zulu,zul,subgroup,zulu1248,Zulu
Qwabe,zul-qwa,dialect,,
Zuni,zun,subgroup,zuni1245,Zuni
Zuni,zuni,subgroup,,
