id,name,title,author_fn,author_ln,description,digitized,source,image,related,datasource,license,downloaded,created,contact,creator,note
306728,Viking Raids,,,,"This map displays the different political boundaries and occupied areas in Viking Age Scandinavia. Additionally, the paths of Viking raids and campaigns are shown, with sites of monasteries or settlements that were raided.",August 2011,batey1994[49],Viking World/VikingWorld004.jpg,,,,,,,,
11764,Shinkan in Contemporary Meso-America,Shinkan in Contemporary Meso-America,,,"The areas pictured display locations of where Shinkan Complex languages are located at the present.   This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Altas of the World's Languages.",June 2009.,[MultiTree: Xincan: Campbell 1997.](ContributionTable#cldf#Xincan: Campbell 1997.),,"This folder (Contemporary Meso-American Languages) contains other maps 
showing linguistic subgroups and their time of contact.  The maps may be 
overlaid on each other for a more complete picture.",kaufman2007meso,,,,,,
11765,Totonakan in Contemporary Meso-America,Totonakan in Contemporary Meso-America,,,"The areas pictured display locations of where Totonakan languages are spoken today.  Totonako speakers and Tepewa speakers number around 230,000 and 10,000 respectively, although the number of those who are dialectal speakers is unknown.   (Asher, Moseley et al.). This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Altas of the World's Languages.",June 2009,,,"This folder (Contemporary Meso-American Languages) contains other maps showing linguistic subgroups and their time of contact.  The maps may be overlaid on each other for a more complete picture.","[MultiTree: Totonacan: Composite 2008.](ContributionTable#cldf#Totonacan: Composite 2008.)
kaufman2007meso",,,,,,
11766,Yuta-Nawan in Contemporary Meso-America,Yuta-Nawan in Contemporary Meso-America,,,"The areas pictured display locations of where Yuta-Nawan languages are spoken today.  Although languages of the Northern branch are not featured on this map, they form a vital part of this language stock.  Speaker populations for each language vary widely; for example, the largest subgroup, Nawa (or Nahuatl), has a combined population of over 1.5 million, while the Koran subgroup population is estimated at 35,000 for both Kora and Wichol (Asher, Moseley et al.). This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Altas of the World's Languages.",June 2009.,"[MultiTree: Uto-Aztecan: Composite 2008]()",,"This folder (Contemporary Meso-American Languages) contains other maps
showing linguistic subgroups and their time of contact.  The maps may be 
overlaid on each other for a more complete picture.",kaufman2007meso,,,,,,
11767,First Nations of British Columbia (UBC Museum of Anthropology),First Nations of British Columbia,,,"From original source: ""The intent is to provide a more accurate representation of First Nations in British Columbia. Boundaries shown are language areas and not an authoritative depiction of tribal territories. The names listed are the ones First peoples prefer to call themselves. Terms and spellings do not reflect all dialects or names used by First Nations living within the illustrated regions."" The creators also note that this map is regularly revised.",,"[University of British Columbia Museum of Anthropology](http://www.moa.ubc.ca/pdf/First_Nations_map.pdf)",BCFirstNations/BCFirstNations.png,,,Property of University of British Columbia Museum of Anthropology,August 2006,,"info<img src=""/images/at.gif"" width=""10px"" height=""10px""/>moa.ubc.ca, [Museum of Anthropology at the University of British Columbia](http://www.moa.ubc.ca), 6393 N.W. Marine Dr, Vancouver, BC V6T 1Z2, 604.827.5932",,
11771,Nilo-Saharan Dispersal (Blench),Nilo-Saharan Dispersal,,,"This maps illustrates the dispersal of Nilo-Saharan
languages between 18.000 BP and 2.000 BP. With the gradual
migration of groups, the language family split into many different languages and is now one
of the four main groupings found in Africa today.",2009,blench2006,Blench001/Blench001.png,,,,,,,,
11779,Central Asia: Turkic Languages (TITUS),Turkic Languages,,,"This map depicts 37 Turkic languages which have been divided roughly by geographical region into six groups throughout Central Asia, the Middle East, and Russia.",19 October 2009,,TurkicLangs/turklane.png,,"H. Glück (ed.). 1993. Metzler Lexikon Sprache, 659. Stuttgart/ Weimar: Metzler.","Jost Gippert, Frankfurt a/M 1999-2003. This server provides teaching materials concerning Indo-European and Non-Indo-European languages. Those materials that can be downloaded via http can be used freely for teaching purposes, provided that they are quoted as sources and the name(s) of the editor(s) and the date of last changes are indicated. No parts of this document may be republished in any form without prior permission by the copyright holder.",,,,,
11786,US Census: Endangered Languages (Speaker Count),US Census: Endangered Languages,,,"The United States Census Bureau puts their census data up for free download at
[The Census 2000 Gateway](http://www.census.gov/main/www/cen2000.html). 
This data, complete with total number of speakers by state, county, and census tract, 
was transformed by the LL-MAP team into a format useable by ESRI mapping software.",Oct-2010,"[US Census Bureau](http://www.census.gov/)",,,,Public Content,,,,,
11778,Tangut (Cambridge History of China),Spread of the Tangut Language 900-1137 AD,,,"This map shows the range of the Tangut language during the time of the Xi-Xia (Western Xia) Empire.  It is likely that Tangut was the speech of the majority only in the far east of the Empire; elsewhere it was probably used only as an administrative language alongside Chinese.  Except in the eastern area that was in contact with the Song,  the borders are approximate.",April 2009,"Dunnel, Ruth. 1994. The Hsi Hsia. The Cambridge History of China. Herbert Franke and Denis Twitchett (eds.), 171. Cambridge:  Cambridge University Press.",Tangut/hsi-hsia-state.png,,,,,,,,
13129,Central America: An Ethnobotanical Project,,,,,,,,,,,,,,,
11794,Irish Gaelic: Speaker Distribution in the 20th c. (Public Content),Distribution of Irish Gaelic Speakers in the 20th century,,,This project consists of three maps representing the retreat of Irish Gaelic speaking populations over time. Please note that the term the Gaeltacht commonly refers to Gaelic-speaking areas.,,"[Wikimedia](http://en.wikipedia.org/wiki/Gaeltacht)",GaelicRetreat/GaelicRetreat.html,"[Irish Gaelic: Speaker Distribution by County (GaelSaoire)](http://llmap.org/viewer.html?maps=11669&lon=-8.69105&lat=53.4453&zoom=6)
		[Celtic: Speaker Distribution in 1991 (Haywood)](http://llmap.org/viewer.html?maps=11668&lon=-6.59345&lat=53.06225&zoom=5)
		[Celtic: Celtic Migration (Haywood)](http://llmap.org/viewer.html?maps=11671&lon=10.3853&lat=48.2544&zoom=5)",,"[ GNU Free Documentation License](http://en.wikipedia.org/wiki/GNU_Free_Documentation_License)",21 April 2008,,,,
341336,The Languages of India: Subcontinent & Surroundings (Breton),"The Languages of India, Subcontinent & Surroundings",,,"This map depicts the locations where indigenous languages are spoken in India and the surrounding subcontinent. India is linguistically diverse, with the Dravidian languages spoken in the southern portion of the country and several Indo-Aryan languages spoken in the northern portion of the country. In addition, several Tai-Kadai, Sino-Tibetan and Indo-Iranian languages were included on this map, in order to portray a complete picture of the languages spoken in the region.</source>",July 2012,breton1997,BretonIndia/Breton001.jpg,"[Languages Spoken on the Islands of India (Breton)](ContributionTable#cldf:352335) 
        [Languages Spoken in the Kashmiri and Dardic Regions (Breton)](ContributionTable#cldf:346499) 
 [ Area where Pushto, Baluchi & Brahuiare spoken (Breton)](ContributionTable#cldf:351420)",,,,,,,
303121,Indigenous Languages of South America in Pre-Columbian Times,,,,"This map illustrates the major families of indigenous languages in South America during Pre-Columbian times. Macro-Chibchan and Arawak are the major language families in lower Central America. In particular, Macro-Chibchan speakers dominated the area from Nicaragua through Panama to coastal Columbia and Venezuela (which is called circum-Caribbean groups). The Arawak had long dominated the Greater Antilles, however, in the late period before Conquest, Arawak was threatened by the Carib from northeastern South America. Furthermore, within a century of the Spanish arrival, the number of Arawak decreased due to Spanish aggression and diseases brought from Spain. The Amazon Basin is the area of influx of many peoples, thus many languages such as Arawakan and Carib are spoken in the area. Quechua, the official language was the lingua franca of Inca Empire. The Inca Empire spread from Cuzco, in the southern highlands, down into Chile and northwest Argentina and up through Ecuador.  (See Coe et. al 1986)",April 2011,coe_etal1986,IndigenousSouthAm/SouthAmerica_small.jpg,,,,,,,,
367880,Russian-Chinese Pidgin and Language Situation in the Far East,Use of the Russian-Chinese Pidgin Among Ethnic Groups of the Far East,,,"This map illustrates both moderate and very intensive usage of the Russian-Chinese Pidgin in addition to showing the location of various ethnic groups in the Far East. Furthermore, it displays the locations of modern villages with a mostly aboriginal population.",August 2010,belikov1996,ChinesePidgins/atlas011.png,,,,,,,,
11814,Athapaskan and Algic: Athapaskan and Algonquin Languages in Canada and Alaska (PROEL),Athapaskan and Algonquin Languages in Canada and Alaska,,,"Este mapa de la Promotora Española de Lingüística (Proel) ilustra la distribución de dos grupos indios grandes en Norteamérica, los indios atabascanos y los indios algonquinos.  Según PROEL, las idiomas vistas aquí diferencian dramáticamente en su número de hablantes; algo de más en peligro (por ejemplo, el Ingalik) tiene menos de 100 mientras que otros tienen millares (el Ojibwa).
		This map by the Promotora Española de Lingüística (Proel) shows the distribution of two large Native American language groups in North America, the Athapaskan and the Algonquin groups.  According to PROEL, the languages represented range dramatically in their number of speakers; some of the most endangered (such as Ingalik) have fewer than 100 while others have thousands (Ojibwa).",2008,"[	Promotora Española de Lingüística (Proel).  2008.  Rama Algonquina.  <i>Lenguas del Mundo.</i>    ](http://www.proel.org/index.php?pagina=mundo/amerindia/algonquin)",ProelAA/algonquna.gif,,,,,,,,
320187,Europe,Europe,,,"This map depicts where languages of Western Europe were historically spoken. According to the Atlas of the World's Languages, the area of Western Europe extends from Iceland in the west, to Turkey in the east, and from Svalbard in the north to the Canary islands in the south. While all of the languages spoken in this region are a part of the Indo-European language family, they are often mixed with indigenous pidgins and creoles, and in the case of Gozo & Maltese, Afro-Asiatic languages.  
This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.",January 2012,,,,"Mackenzie, J. Lachlan.  2007. Western Europe. <i>Atlas of the World's Languages</i>, ed. by E. Asher and Christopher Moseley, 268-274. Oxford: Routledge.
""Austronesian: Composite"".
[ 
MultiTree: A Digital Library of Language Relationships  ](http://multitree.linguistlist.org/trees/Indo-European%3A%20Composite)",,,,,,
315573,South Pacific: Indonesia (Archipelago),South Pacific: Indonesia (Archipelago),,,"This map depicts the indigenous languages spoken on the Indonesian islands. The Indonesian islands are comprised of: Java and Bali, Sumatra, Sulawesi, The Moluccasa, Lesser Sunda Islands and Timor. While politically the western half of the Island of Papua New Guinea is aligned with Indonesia, many of the languages in that region are a part of the East Papuan or West Papuan language families, and are included on the [South Pacific: Papua New Guinea](ContributionTable#cldf:317838) map. All of these islands, combined with Papua New Guinea and The Philippines comprise the Indo-Australian Archipelago, also called the Malay-Archipelago (wikipedia).
This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.",January 2012,,,"[South Pacific: Papua New Guinea](ContributionTable#cldf:317838)
[South Pacific: Solomon Islands & Bougainville](ContributionTable#cldf:310129)
 [South Pacific: The Philippines](ContributionTable#cldf:313403)
[South Pacific: Borneo](ContributionTable#cldf:315060)
 [South Pacific: Malaysia](ContributionTable#cldf:314953)
[South Pacific: Vanuatu & New Caledonia](ContributionTable#cldf:310129)","Tryon, Darrell.  2007. The Moluccas, Lesser Sunda Islands and Timor, Sulawesi, Java and Bali, Sumatra. <i>Atlas of the World's Languages</i>, eds R. E. Asher and Christopher Moseley, 147-149, 153-154. Oxford: Routledge.
""Austronesian: Composite"".
[ 
The LINGUIST List MultiTree Language Relationship Database  ](http://multitree.linguistlist.org/trees/Austronesian%3A%20Composite)",,,,,,
323667,Austronesia: Austronesian Language Zones (Bellwood) - LL-Map,Austronesian Language Zones,,,"This map illustrates the distribution of the Austronesian language family and major subgroupings (Bellwood).
		 
		Note: This map contains data on both sides of the 180th Parallel. Because of constraints on the base map, maps like this will not automatically 
zoom properly, and part of the data (specifically the line to the east) does not show up. This creates serious display problems, and we recommend that viewers consult
the original map before using this LLMAP map.",,"[Bellword, Peter.  2000.  Formosan Prehistory and Austronesian Dispersal.  Electronic Cultural Atlas Initiative (ECAI)](http://ecai.org)",AustronesianLangs/All-austronesia-area.jpg,,,"[Copyright 2009 Electronic Cultural Atlas Initiative ](http://ecai.org/about/about_site.html)",May-2009,,,,
11946,"Main Types of Vegetation of the Maximum Cooling of the Last Glaciation (about 20,000 to 18,000 yr B.P.)",,,,"This map illustrates the various vegetation zoners (ecosystems) in the northern hemisphere during the maximum cooling of the last glaciation (about 20,000 to 18,000 years B.P.). The map is based on a large number of pollen records: 26 of these sites are from Western Europe, 106 from the USSR, 54 from Eastern and Southern Asia, 31 from North and South America and 22 from Africa. Grichuk explains that historical floristic data was very useful in the compilation of the map. (Grichuk 1992)",April 2010,"Grichuk, V.P. 1992. ""Main Types of Vegetation (Ecosystems) During the Maximum Cooling of the Last Glaciation."" In B. Frenzel, M. Pecsi and A.A. Velichko (eds). Atlas of Paleoclimates and Paleoenvironments of the Northern Hemisphere. Budapest: Geographical Research Institute.",Paleoclimate20000new/MainVegetation002.jpg,,,,,,,,
341873,Athapaskan and Algic: Athapaskan and Algonquin Languages in Canada and Alaska (PROEL) - LL-MAP,Athapaskan and Algonquin Languages in Canada and Alaska,,,"Este mapa de la Promotora Española de Lingüística (Proel) ilustra la distribución de dos grupos indios grandes en Norteamérica, los indios atabascanos y los indios algonquinos.  Según PROEL, las idiomas vistas aquí diferencian dramáticamente en su número de hablantes; algo de más en peligro (por ejemplo, el Ingalik) tiene menos de 100 mientras que otros tienen millares (el Ojibwa).
		This map by the Promotora Española de Lingüística (Proel) shows the distribution of two large Native American language groups in North America, the Athapaskan and the Algonquin groups.  According to PROEL, the languages represented range dramatically in their number of speakers; some of the most endangered (such as Ingalik) have fewer than 100 while others have thousands (Ojibwa).",2008,"[	Promotora Española de Lingüística (Proel).  2008.  Rama Algonquina.  <i>Lenguas del Mundo.</i>    ](http://www.proel.org/index.php?pagina=mundo/amerindia/algonquin)",ProelAA/algonquna.gif,,,,,,,,
325111,New Zealand: Proportion of Maori Ethnic Population by Region,Proportions of Maori Ethnic Population by Region,,,"According to the 2006 New Zealand Census:
• 87.0 percent of Maori people lived in the North Island and 24.3 percent lived in the Auckland Region as of 2006.
• Since the 2001 New Zealand census, an increase of 8,580 people have been recognized in the South Island. This has resulted in a population density of 73,230 as of 2006.
• The highest distribution of Maori is identified in four major areas. 64.4 percent of Māori occupy the Chatham Islands Territory, 61.1 percent occupy the Kawerau district, 60.7 percent occupy the Wairoa district, and 59.3 percent live in the Opotiki district.
• In 2006, 84.4 percent of Māori living in New Zealand occupied urban areas, compared to a 1956 demographic which states that approximately two-thirds of this ethnic group occupied rural territories in the mid 20th century.
Note: The Māori ethnic population includes those people who stated Māori as being their sole ethnic group or one of several ethnic groups.",,"[Statistics New Zealand](http://www.stats.govt.nz/~/media/statistics/publications/census/2006-census-reports/quickstats-about-a-subject/maori/qstats-about-maori-2006-census.aspx)",NZCensus/Qm_map.gif,,,"Public usage permitted. For further copyright information, click [here](http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx).",18 May 2007,,,,
317096,Macro-Ge groups Brazil (Public Content),Macro-Gê Groups,,,"Illustrated on this map is the distribution of Kali'na in
South America. This language is mostly spoken in rural communities
throughout the northeastern area of the continent. The speakers constitute
an extremely small minority in the countries they inhabit, residing
in what is only a fraction of their pre-Columbian territory.",,"Wikimedia Commons [Wikimedia Commons: Kalina Language Distribution](http://commons.wikimedia.org/wiki/File:Kalina.png)",Macro-Ge/Macro-Ge.PNG,,"[CIA World Factbook. Carte I Ethnies Amérindiennes de la grande
  Amazonie (L.Vemt). ](http://www.ulb.ac.be/soco/apft/GEO/amaz2.htm)","[GNU Free Documentation License](http://en.wikipedia.org/wiki/GNU_Free_Documentation_License)",2008,,,,
329556,Australia: Language Subgroups (Oates and Oates),Aboriginal Languages of Australia: Language Subgroups,,,"This map shows the aboriginal language subgroups in Australia based on the map prepared by Oates and Oates and supplemented with information from the following source: ""Languages of the World: Indo-Pacific Fascicle Six"" by Geoffrey N. O'Grady and C.F. and F.M. Voegelin.",June 2012,"Oates, William J. and Lynette F. Oates, editors. 1970. A revised linguistic survey of Australia. Australian Aboriginal Studies, 12. Canberra: Australian Institute for Aboriginal Studies. Adapted from a basic classification prepared in 1966 by G.N. O'Grady, S.A. Wurm, and K.L. Hale; drawn by R.M. Watt for the Dept. of Linguistics, Univeristy of Victoria, B.C., Canada.",OatesSubGroups/OatesSubGroups.png,,,Copyright Protected,,,,,
304642,"Fiji: Pidgins, Creoles and Lingua Francas","Fiji: Pidgins, Creoles and Lingua Francas",,,"Two pidgin varieties exist in Fiji: Pidgin Hindi and Modern Pidgin Fijian.  Both pidgins are thought to have approximately 50000 speakers each. This map shows the distribution of both varieties within Fiji.
This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.",August 2011,,,"This folder (Australia and the Pacific: Pidgins, Creoles and Lingua Francas) contains other maps which show the distribution of varieties spoken in this region.  These maps can be observed side-by-side.","tryon2007[131]
    [MultiTree: Pacific Pidgins and Creoles: Composite](ContributionTable#cldf-multitree:Pacific%20Pidgins%20and%20Creoles%3A%20Composite)",,,,,,
310994,AWL North-West India,,,,,,,,,,,,,,,
305588,Katukínan in Contemporary South America,Katukínan in Contemporary South America,,,This map shows where languages in the Katukínan language group were spoken ca. 2007. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,August 2011,,,This folder (Contemporary South American Languages) contains other maps displaying linguistic subgroups in the region. The maps may be overlaid on each other for a more complete picture.,"kaufman2007[83-93]
[MultiTree: Harákmbut-Katukinan: Composite](ContributionTable#cldf-multitree:Har%C3%A1kmbut-Katukinan%3A%20Composite)",,,,,,
305814,Kunsa-Kapishana in Contemporary South America,Kunsa-Kapishaná in Contemporary South America,,,This map shows where languages in the Kunsa-Kapishaná language group were spoken in South America ca. 2007. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,3 August 2011,"kaufman2007
[MultiTree: Otomacoan: Campbell 1997](ContributionTable#cldf-multitree:Macro-Otom%C3%A1koan%3A%20Campbell%201997)",,This folder (Contemporary South American Languages) contains other maps displaying linguistic subgroups in the region. The maps may be overlaid on each other for a more complete picture.,,,,,,,
305938,Matákoan in Contemporary South America,Matákoan in Contemporary South America,,,This map shows where languages in the Matákoan language group were spoken ca. 2007. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,August 2011,,,This folder (Contemporary South American Languages) contains other maps displaying linguistic subgroups in the region. The maps may be overlaid on each other for a more complete picture.,"kaufman2007[83-93]
       [MultiTree: Matacoan: Composite](ContributionTable#cldf-multitree:Matacoan%3A%20Composite)",,,,,,
312567,"Isogloss map for -s- aspiration in Iberian Peninsula Spanish, according to ALPI .",,Jota,Martin,"The -s- (and -z-) aspiration is considered one of the 2 key dialectal markers for Spanish, along with /s/ and /z/ distinction. In fact, there seems to be a relationship between both characteristics. Though the map reflects isolated cases of -s- aspiration in northern Spain, it's likely that they stem from some kind of contact with southern speakers. For most northern speakers, the -s- aspiration was a pretty sure way to detect a southerner. Today the -s- aspirating variety of the language is expanding quickly to the north in Spain.
The words registered in the ALPI surveys that have been used in this map are :
desbocado (ALPI map 65)
castillo (ALPI map 37)
desnudo (ALPI map 66)
avispa (ALPI map 19)",October 2011,"Jota, Martin. January 2007. Isogloss map for -s- aspiration in Iberian Peninsula Spanish, according to ALPI, September 2011. Online: [http://www.jotamartin.byethost33.com/alpi_aspira_e.php.](http://www.jotamartin.byethost33.com/alpi_aspira_e.php)",Iberian/aspira02.jpg,,"Heap, David. 2003. Linguistics Atlas of the Iberian Peninsula. Ontario: University of Western Ontario. Online: [ http://westernlinguistics.ca/alpi/.](http://westernlinguistics.ca/alpi/)","The reproduction and use of the data collected in these pages is explicitly authorised, exclusively for research or teaching purposes, provided this copyright notice is included in any publication, the source (www.alpi.ca) is always cited, and provided that there is no charge for the data beyond the normal price of the physical medium (if applicable). All sales, marketing or other for-profit uses of these data are specifically forbidden.",,,,,
11826,New Zealand: Iwi Tribal Areas (TAKOA),Rohe Iwi O Aotearoa - Map of Tribal Areas,,,"This map designates the boundaries of Iwi tribal areas as well as its respective regional groupings (labeled in capital letters).
		 		
		The boundaries are based on knowledge only - they have no official standing (TAKOA).		
		 	
		Note: This map contains data on both sides of the 180th Parallel. Because of constraints on the base map, maps like this will not automatically zoom properly. More label information may be available at higher resolution, which may be viewed by zooming in on the map.",,"[ Te Aka Kumara O Aotearoa (TAKOA) Rua-mano](http://www.takoa.co.nz/media/rohe_iwi.pdf)",NZIwi/rohe_iwi.jpg,,"Boundaries are from a variety of sources referred to in extract 1.3.2 of the Atlas of New Zealand Boundaries, date of information, June 1988 (TAKOA).",Copyright protected.,,2000,,,
11828,Languages of Detroit,US Census: Languages of Detroit,Ljuba,Veselinova,"This work was produced by Ljuba Veselinova and Jason Booza, who mapped the more than 90 languages spoken in the Detroit 
Metropolitan Area (Oakland, Macomb and Wayne counties in southeast Michigan). The maps are based on data from the 2000 US Census. 
The census data had to be split in two groups: one for individual languages, and one to include the various groupings done in the 
census summaries. Most of the data for individual languages are available on the tract level.
A list of all the languages specified in the census data can be found on [
the project website](http://ling-map.ling.su.se/website/Detroit/DetroitLanguages.htm).",,US Census 2000.,,,,Ljuba Veselinova and Jason Booza hold copyright of this particular implementation of the otherwise freely available US Census Data.,,Jan 2010,,Ljuba Veselinova,
11835,Australia: Language Locations and Tribal Groups (Dixon and Blake),Language Locations and Tribal Groups in Australia,,,"This is a compilation of six different maps showing various language locations and tribal groups in the Australia region.
		The Wargamay map displays the Wargamay language and its dialects as well as the neighboring languages. 
		According to Dixon, Wargamay, Hinchinbrook Biyay, and Halifax Biyay are all dialects of the Wargamay language. 
		He also explains that there are strong similarities between Wargamay and the bordering languages of Giramay and Nyawaygi,
		but these similarities do not suggest a ""close genetic connection"" (Dixon).
		The dialectal boundary between Biyay and Halifax Biyay are based loosely on information provided by the source. 
		The Watjarri map illustrates the Watjarri language, ""spoken by the descendants of an Aboriginal tribe previously 
		camped along a section of the Murchison River,"" and its respective neighboring languages and place names (Douglas). 
		Around these stations and towns, within the original Watjarri area, were formed dialects. Furthermore, the railway 
		allowed for influences from other surrounding languages which Douglas describes is evident in the borrowings across 
		vocabularies. The Tasmania map shows a speculative inference of the different locations of the languages and dialects 
		of Tasmania which are now extinct. 
		On the map are 15 regions to which vocabulary are assigned and cross-compared to 
		analyze the genetic relationship between the languages. Crowley and Dixon suggest that there were at least eight languages 
		within Tasmania; however, this conclusion is ""tentative"" as little data is available on many of the languages. The 
		Margany/Gunya map displays Margany and Gunya, ""the south-westernmost of the long chain of closely related dialects known 
		to (...) linguists as the Mari languages"" and other surrounding languages and place names (Breen). The Anguthimiri map 
		highlights the area of Anguthimri speaking groups as well as neighboring peoples and languages. According to Crowley, 
		Anguthimri has ""one of the most unusual phonological systems"" consisting of single-syllable words, consonant clustered
		initial syllables, and an extensive vowel system (Crowley).",2009,blake_etal1981,HALLangs/HALLangs.html,"[Aboriginal Languages of Australia: Language Families (Oates and Oates)](ContributionTable#cldf:12207)
[Aboriginal Languages of Australia: Language Groups (Oates and Oates)](ContributionTable#cldf:12208)
[Aboriginal Languages of Australia: Language Subgroups (Oates and Oates)](ContributionTable#cldf:12210)
[Aboriginal Languages of Australia: Languages and Dialects](ContributionTable#cldf:12206)",,,,,,,
11837,Austronesia: Austronesian Language Zones (Bellwood),Austronesian Language Zones,,,"This map illustrates the distribution of the Austronesian language family and major subgroupings (Bellwood).
		 
		Note: This map contains data on both sides of the 180th Parallel. Because of constraints on the base map, maps like this will not automatically 
zoom properly, and part of the data (specifically the line to the east) does not show up. This creates serious display problems, and we recommend that viewers consult
the original map before using this LLMAP map.",,"[Bellword, Peter.  2000.  Formosan Prehistory and Austronesian Dispersal.  Electronic Cultural Atlas Initiative (ECAI)](http://ecai.org)",AustronesianLangs/All-austronesia-area.jpg,,,"[Copyright 2009 Electronic Cultural Atlas Initiative ](http://ecai.org/about/about_site.html)",May-2009,,,,
11845,South Africa: Language Distribution (Public Content),Language Distribution in South Africa,,,"Maps of five major South African languages, showing provinces in which each language is spoken as a home language by a significant proportion of the population.",,[Wikimedia World Atlas](https://commons.wikimedia.org/wiki/Atlas),SouthAfricaDistribution/SouthAfricaDistributionAllPics.html,,,Wikimedia Commons,10 December 2006,,,,
11847,The Distribution of the Tribes of Alaska and Adjoining Territory (Dall),The Distribution of the Tribes of Alaska and Adjoining Territory,,,"This map illustrates the location of tribal groups in Alaska in the late 1800s. It has been presented as an original image because of its discrepancies with the modern base map. Zoom in to see the map's original labeling. 		Note: This map contains data on both sides of the 180th Parallel. Because of constraints on the base map, maps like this will not automatically zoom properly.",2010,"Dall, W. H. 1875. U.S. Geographic and Geological Survey of the Rocky Mountain Region.  U.S. Coast Survey.",DallAlaska/Dall_alaska1875.jpg,,,,,,,,
11848,Native Languages of the North Pacific Coast of North America (Suttles),Native Languages of the North Pacific Coast of North America,,,This map illustrates approximate language locations of groups in the Pacific northwest.  It is presented as a digital image in order to accurately represent the data present in the original work.,,"Suttles, Wayne. 1973. Native Languages of the North Pacific Coast of North America.",Suttles/Suttles.jpg,,,,,1973,,,
11854,"Germanic, West: Old High German Dialects, Old Low Saxon, And Old Frisian (Public Content)","Old High German, Old Low German, and Frisian",,,"This map shows the main dialects of Old High German, and well as Old Saxon (Old Low German) and Old Frisian, 
		around the middle of the 10th Century AD.",,"[Wikimedia](http://de.wikipedia.org/w/index.php?title=Bild:AlthochdeutscheSprachr%C3%A4ume962_Box.jpg&filetimestamp=20071013223047)",OldHighLowGermanFris/549px-AlthochdeutscheSprachrume962_Box.jpg,,,"[ GNU Free Documentation License](http://en.wikipedia.org/wiki/GNU_Free_Documentation_License)",2008,,,,
11855,Manx: Dialects (Public Content),Manx Dialects,,,This map presents dialectal boundaries in the Isle of Man.,,[Wikipedia](https://commons.wikimedia.org/wiki/File:Manx_dialects.png),Manx/Manx.png,,,"[The United States Central Intelligence Agency's World Factbook](http://en.wikipedia.org/wiki/The_World_Factbook)",24 September 2008,,,,
11858,Northern North America: Algic: Time of contact,Algic in Northern North America at the Time of Contact,,,The polygons represent areas where Algic languages were spoken when they were first encountered and knowledge of them was recorded by Europeans. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,May 2010.,golla2007,,"This folder, ""Northern North America: Time of Contact"", contains other maps showing linguistic subgroups at the time of contact.  The maps may be overlaid on each other for a more complete picture. In addition, the folder ""North America: Time of Contact"" contains a map showing the southern distribution of Algic languages at the time of contact.",,,,,,,
11851,Balkans: Ancient Languages,Languages of the Ancient Balkans,,,"This map is an attempt to collect in one place all information available on the geographic location of 
		the ancient languages of the Balkans.  Since no single map included all the regions shown here, this map 
		is an amalgamation of material from a number of different sources. Since no hard data is available, the 
		location of the languages must be seen as approximate.",31 March 2009,"woodard2004
Katičić , Radoslav. 1976. Ancient Languages of the Balkans. Mouton: The Hague
[Wikipedia](http://en.wikipedia.org/wiki/Ancient_Greek_dialects)
[Illyria](http://en.wikipedia.org/wiki/Illyrians)
[Paionia](http://en.wikipedia.org/wiki/Paionia)",balkans/THR_LANG.gif,,,,,,,,
324776,South Pacific: Eastern Polynesia,South Pacific: Eastern Polynesia,,,"This map depicts languages of the Polynesian and Central-Eastern Oceanic subgroups of the Austronesian language families, as spoken in the Polynesian islands. These islands are in the southern portion of the region, often referred to as 'French Polynesia'. The Austronesian area spans from Madagascar in the west to Hawaii and Easter Island in the east. As it crosses the 180th parallel, this map will need to be viewed as eastern and western sections.
This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.",September 2011,,,"[South Pacific: Papua New Guinea](ContributionTable#cldf:317838)
[South Pacific: Solomon Islands & Bougainville](ContributionTable#cldf:310129)
[South Pacific: The Philippines](ContributionTable#cldf:313403)
 [South Pacific: Borneo](ContributionTable#cldf:315060)
[South Pacific: Malaysia](ContributionTable#cldf:314953)
 [South Pacific: Indonesia (Archipelago)](ContributionTable#cldf:315573)
[South Pacific: Vanuatu & New Caledonia](ContributionTable#cldf:311988)
[South Pacific: Western Polynesia](ContributionTable#cldf:318869)
 [South Pacific: Western Micronesia](ContributionTable#cldf:326213)","Tryon, Darrell.  2007. Polynesia. <i>Atlas of the World's Languages</i>, ed. by R. E. Asher and Christopher Moseley, 133. Oxford: Routledge. 
    ""Austronesian: Composite"".
[ 
MultiTree: A Digital Library of Language Relationships  ](http://multitree.linguistlist.org/trees/Austronesian%3A%20Composite)",,,,,,
