ID,Name,Description,Contributor,Citation,Language_IDs,Media_IDs,Related
12185,North America: Pomoan: Contemporary,The polygons and points represent concentrations of first-language speakers of Pomoan languages. Polygons represent land or areas primarily occupied by first-language speakers whereas points show communities with varying numbers of speakers. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,,,easn kju nrur peb pej peq poo,,This folder (North America: Contemporary) contains other maps showing contemporary linguistic subgroups.  The maps may be overlaid on each other for a more complete picture.
12186,North America: Utian: Contemporary,The polygons and points represent concentrations of first-language speakers of Utian languages. Polygons represent land or areas primarily occupied by first-language speakers whereas points show communities with varying numbers of speakers. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,,,csm emiw lmw nsq skd wmiw,,This folder (North America: Contemporary) contains other maps showing contemporary linguistic subgroups.  The maps may be overlaid on each other for a more complete picture.
12187,North America: Uto-Aztecan: Contemporary,The polygons and points represent concentrations of first-language speakers of Uto-Aztecan languages. Polygons represent land or areas primarily occupied by first-language speakers whereas points show communities with varying numbers of speakers. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,,,chl cnum com cupa flcf hop hopi lui mfy mnr ood pao par ser shh snum ssh tepi trca tub tuba ute wnum xaw yaq,,This folder (North America: Contemporary) contains other maps showing contemporary linguistic subgroups.  The maps may be overlaid on each other for a more complete picture. The northern distribution of Uto-Aztecan languages originally shown in the Northern North America: Contemporary map has been included here for completeness.
12046,West Caucasus: Abkhaz-Adyghe Ethnic Groups and Languages in the 1830's,"This map depicts the Abkhaz-Adyghe Ethnic and Linguistic Groups in southwest Russia and Georgia as they were in the 1830's. The map is divided broadly into three groups - Adyghe, Ubykh, and Abkhaz Abaza and also includes layers depicting residential areas and pasture land. This map has been modified from it's original in the Atlas of the Caucasian languages, and historical cities in this region have also been added. Abkhaz-Abaza: Abkhaz, Sadskzo Divisions, the Ethnic groups named Ahibga, Art, Baga, Goch', Tsanda, and Tsvykdzhi are listed as text on the original map and are represented here as text labels representing an approximate geographical location; the same is the case for the Adyghe, Western Circassian Dividison in the Adyghe (dialect unspecified) regions for the following ethnic groups: Bzhedugh, Cherchenay,Khegaki, Natekuay, X'imisch. It should also be noted that the populated places on this map are the places indicated in the original map and do not represent an exhaustive list of populated places for this region.",Ljuba Veselinova,,aba abk abk-abz abk-bzy abk-sam abq abq-tap ady ady-aba ady-bez ady-nat ady-sha ady-xak kbd kbd-bes kbd-kub krc rus sva uby,4cf8651a04d52ee8af397ed921820386,[Lingvarium Project](http://lingvarium.org/index.shtml)
12047,"West Caucasus: Adyghe, Kabardino-Circassian, and Abaza Languages - needs fixing","This map depicts Adyghe, Kabardino-Circassian, and Abaza Languages in southwest Russia and Georgia. In addition to the Kabardian language family, there is also a layer of Kabardian multilingual areas. The map amalgamates two maps in the Atlas of the Caucasian languages; it should also be noted that the populated places on this map are only places indicated in the original maps and do not represent an exhaustive list of populated places for this region.","[Ljuba Veselinova](http://www.ling.su.se/staff/ljuba/), [Geographic Information Systems in Linguistics (GISLI), Stockholm University](http://www2.ling.su.se/eng/)",,,00e7182da630a5960f77ecf2208696f1 7fc9ad31f2ac2195eff0960bc24a1d7f d11f51577e73173226826afc3e352664 d6cb2c603e4c6fd2ce623703bb428c69 dfc196b5ae0f53141dd81c287e11e009 f1b114a86b2895e78e8b126f0d7baf7b,[Lingvarium Project](http://lingvarium.org/index.shtml)
308779,Ethnic Groups of New Ireland: 1873-1975,"This map displays the locations of ethnic groups on New Ireland, a province of Papua New Guinea. The data spans the years 1873-1975 and is divided into five distinct time periods. Each period is represented with different color text and can be turned on and off via the ""Active Layers"" tab. The original series of maps combined information from different sources, and as a result certain groups appear under multiple names. Although the term ""ethnic groups"" is used, Wassmann notes that most terms refer to locations or language names. The group names in the 1873-1907 data set, with Butam as the sole exception, are all taken from island names (for smaller islands) or region names (for the main island). During the period of 1947-1959, no new ethnic group names were mentioned.",,,,1291023c8e2c04a8e17ed7628bebd058 308947_geojson 308964_geojson 308981_geojson 308998_geojson 81b5e2c4fac6e44ac3e17f1e91397f64 d1ba7224413f971f9753b7847b51cd7f d2607ac45211428a65a99de74fa783d2 fdd143841a319d5daba0fb3a5799bd50,"Additional maps from this source include Languages of New Britain: 1873-1975, Ethnic Groups of New Britain: 1873-1975, and Languages of New Ireland: 1873-1975."
308206,The Vikings in Brittany,"In Brittany, the Celtic population had to fight hard and frequently in order to remain independent from the nearby Carolingian empire. Additionally, Viking raids came from the same route over and over again between 819 and 914. After nearly a century of attacks, in 914, the Vikings were able to take control of the region; Viking control lasted until 939.",,,,308209_geojson 308230_geojson 308251_geojson 308270_geojson 308289_geojson 308308_geojson c340f8e6f3f93b9282fe6047ca95111e,
361502,"Yup'ik Dialect Atlas and Study: FISH EGG, ROE","This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>meluk</i>, B stands for <i>imlauk</i>, C stands for <i>cuak</i>, D stands for <i>cilluvak</i>, and E stands for <i>cin'aq</i>. 
For the Yup’ik item—<i>Fish egg, roe</i>—Jacobson notes that <i>meluk</i> may be the nominal counterpart of <i>melug-</i> ‘to suck’. Cognates of <i>imlauk</i> means ‘fetus of an animal (especially a seal)’ in other Eskimo languages, and <i>cilluvak</i> and <i>cuak</i> may be cognates that found in various outlying areas of Yup’ik and in other Eskimo. He also points out that <i>cin'aq</i>means ‘aged fish eggs’ in Nunivak only and ‘aged fish’ in Yukon, Hooper Bay- Chevak, and Lake Iliamna (and in Alutiiq). 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td> C</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> C</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> D</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> D</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  D</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> X </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> X=D</td>
</tr>
</table>",,,,68031dca82183d4ed71f32c92dc06e20,
361515,Yup'ik Dialect Atlas and Study: FISH SCALE,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>kapeciq, kapciq</i>, and B stands for <i>qelta</i>. 
For the Yup’ik item—<i>Fish scale</i>Jacobson notes that in all Yupik languages and in Sirenikski <i>qelta</i> (and cognates) is used. It means ‘bark, peeling’ in Alutiiq and is a second meaning in Yup’ik.  A cognate of <i>kapeciq/ kapciq</i> is the Inupiaq word for ‘scale’, but it is not a loan word from Inupiaq. <i>kapeciq</i> is from proto-Eskimo and has disappeared except in the north where Inupiaq reinforcement may have play a role. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> B</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> B</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  B</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> X </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> X</td>
</tr>
</table>",,,,02baf08fbf7ce256fe8b36ac1bbf72de,
12127,Eskimo Interethnic Contacts: Bering Strait & Alaska Area,"This map illustrates interethnic contact in the Bering Strait and Alaska area and the languages spoken there. Fifteen percent of Alaska is Native, of which 36,000 are of Eskimo descent. The majority of Alaska Natives speak English. According to van der Voort, there are many instances where Eskimos created grammatically reduced versions of their languages in order to communicate with monolingual speakers of other languages, and some developed into pidgins that served as a lingua franca. There is only limited information on such languages.",,,,9ce4d5414f7b4e8d0f27847a9709bc15,
12128,National Ethnic Makeup - People of Russia,"This map displays the contemporary distribution of ethnic groups in Russia. It includes a set of points for which there was no corresponding item in the original map's legend. This set is designated here as ""Unknown Ethnic Group"". The map comes from a four volume set of Russian cartographic data from geology to history.",,,abq ady ady-sha agx ale alr andi aqc arme atc ava azj azn bak bel buri bvhe che cher chv cjs ckt clw dar dar-kaj dar-kub dlg ell enf enh eski est eve evn fin geor gern gld inh itl izh kaz kca ket kjh koi kor kpy krc krc-bal krk krl kum lapp lav lbe lez lit mns myv neg nio niv nog oaa oac oss pol romi ron-mol rus rut sah sel tab tat tat-mid tkr tuk ude udm udm-nor ukr ulc vep vot xal xcv ykg yrk yuu yux,fc0a5f5bbcc66de7e27ffa0c3f82b5bc,
110129,A New Hypothesis of Austronesian Expansion and Cultural Contact,"Reflected upon this map is a new hypothesis of Austronesian expansion, based upon research in linguistics, archaeology and human genetics.  The majority of current studies agree that Taiwanese peoples are related both genetically and linguistically to Austronesians now living in southeast Asia and the Pacific, and many sources agree that they probably arrived on the island from mainland China around 6000 years ago.  From this point, however, linguistic and genetic hypotheses have diverged: historical linguists and archaeologists have so far supported a model in which Austronesians migrated south through the Philippines to what is now Indonesia, spreading east and west from there.  Geneticists, however, have found that many Austronesian populations are more closely related to their mainland Asian ancestors than they are to the Taiwanese, in effect making the Taiwan aboriginal peoples and the Austronesians parallel branches from the same tree. 
Also included here are several genetic and archaeological hypotheses of cultural contact and migration, including Blench's (2010) proposal of contact with the Indian subcontinent and Delfin et al.'s (2010) genetic relations with several Australian aboriginal groups.   
Rather than viewing Austronesian expansion as a series of straightforward migrations, it seems more and more necessary to delve more deeply into the history and culture of the peoples and the area in order to better reconstruct their history.  As further research is undertaken, more of these details will come to light, allowing interdisciplinary scholars to continue improving on what seems to be a solid foundational understanding of the region and its linguistic and genetic history.",Erin A.S. Crabb,,,110108_geojson,"[Austronesian Migration (Cribb)](ContributionTable#cldf:109917)
[Avenues for further Austronesian Expansion Research](ContributionTable#cldf:110034) 
[Expansions from Daic (Li et al.)](ContributionTable#cldf:109777)
[The Express Train Model of Austronesian Expansion (Gray and Jordan)](ContributionTable#cldf:110103)
http://www.llmap.org/viewer.html?maps=110059&lon=-0.87793481967&lat=-3.705740824383&zoom=0org/viewer.html?maps=110011&lon=97.212932342298&lat=2.602864577476&zoom=2"">
Philippine Settlement, Migrations and Contact</a>
[Proposed Migrations based on Genetic Analysis (HUGO Pan-Asian SNP Consortium)](ContributionTable#cldf:109891)"
109917,Austronesian Migration (Cribb),"Shown here are migration routes for Austronesian-language speakers which resulted in the settlement of permanent populations.  Each path has been labeled according to the estimated date that it was taken, as determined through linguistic, archaeological and ecological research.  According to Cribb, the first Austronesians arrived in Taiwan around 4500 BC and from there progressed south before spreading outward (Cribb 2010).  This hypothesis differs from the one currently supported by genetic research, as shown in maps such as those listed in Other Resources below.",Robert Cribb,,,109963_geojson 7c040fff49652b4e038bfa3784eab6da,"[Southeast Asia: Proposed Migrations based on Genetic Analysis (HUGO Pan-Asian SNP Consortium)](ContributionTable#cldf:109891)
[Philippines: Philippine Settlement, Migration and Contact](ContributionTable#cldf:110011)"
110103,The Express Train to Polynesia Model (Gray and Jordan),"This map is a graphical representation of the ""Express Train"" model of Austronesian migration, a popular hypothesis based on archaeological and linguistic research.  In their article, Gray and Jordan (2000) explain how they made use of a tree model, most commonly used in biology, to first create a language family tree.  Then, using statistical analysis, they analyzed the likelihood of their proposed sequence of events (in this case, the migration patterns) occurring.  Each of the circles on this map represents one of the stations compared against the language family tree.  They found that the hypothesized routes fit the language tree exceptionally well, and the statistical analysis showed that, ""that the express-train character-state tree fits the language tree with significantly fewer steps than would occur by chance,"" (Gray and Jordan 2000: 1053).
",,,,110063_geojson 110084_geojson 9bf2c20247bb968cab26af21727c263a,
361554,Yup'ik Dialect Atlas and Study: FORGETTING IT,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand.
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>avaurluku</i>, B stands for <i>nalluyagulluku</i>, and C stands for <i>nalluqerluku</i>, D stands for <i> unimluku</i>, and E stands for <i>kic'iluku</i>.  
For the Yup’ik item—<i> Forgetting it</i>--Jacobson notes that the verb base<i>nalluyagute-</i> literally ‘to come to a state of not knowing’ is used in everywhere except Norton Sound Unaliq. <i>avaur-</i> ‘to forget’ is represented in Naukanski to the north, in Chugach Alutiiq to the south and in the peripheral Yup’ik dialects. therefore, Jacobson suggests that it may be the original Yup’ik word, and <i>nalluyagute-</i> (and <i>nalluqar-</i> ‘to suddenly not know’) may be a GCY innovation that spread to Koniag Alutiiq. <i>unime-</i> is related to <i>unite-</i> ‘to leave behind’ and <i>kic'i-</i> ‘to have something sink on one’, and both of which are localism according to Jacobson.  
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>X</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> X</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> *</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> X</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  B</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> B </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> A</td>
</tr>
</table>",,,,191aec73d2eae6a74007abef605df0cb,
361645,Yup'ik Dialect Atlas and Study: HEAD,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i> nasquq</i>, B stands for <i>qamiquq</i>, C stands for <i>uqsuq</i>, and D stands for <i>iingaraq</i>.  
For the Yup’ik item—<i>Head</i>--Jacobson notes that <i>nasquq</i> is the northern Yup’ik word and has cognates in other Eskimo. <i>qamiquq</i> and <i>uqsuq</i> are found only in Yup’ik. <i>uqsuq</i> is used for ‘head’ in the upriver/far inland Yup’ik areas but occurs only as ‘aged fish head’ in Hooper Bay- Chevak and Norton Sound. It is also used throughout the southern part of Yup’ik in <i>uqsuqaq</i> PINTAIL DUCK. He also suggests that <i>iingaraq</i> (may from <i>ii</i> ‘eye’) on Nunivak is mainly used for ‘fish head’ but could also refer to ‘human or animal head’. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> X</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> A</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  A</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> A </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> A</td>
</tr>
</table>",,,,f79e9ef8ddaeaa7b8e2bcd9fc9081e1b,
361658,Yup'ik Dialect Atlas and Study: HEART,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>unguvan</i>, and B stands for <i>ircaquq</i>.  
For the Yup’ik item—<i>Heart</i>--Jacobson discusses the atypical distribution of the two Yup’ik words for ‘heart’. He notes that <i> ircaquq</i> is used in the same area as various body part innovations from core GCY and has cognates outside Yup’ik. The peripheral GCY word <i>unguvan</i>, literally ‘device for living’, “is a descriptive term formed with an instrumental postbase” according to Jacobson. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A/B</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> A</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> B</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  B</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> B </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> X</td>
</tr>
</table>",,,,d1e91466381ebfdd441df013b7e3f0d9,
361710,Yup'ik Dialect Atlas and Study: HORSE,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>tunturpak</i>, B stands for <i>luussitaq</i>, C stands for <i>luussatiq</i>, D stands for <i> uassaq, horse-aq, and E stands for kuuniq</i>.  
For the Yup’ik item—<i>Horse</i>—Jacobson notes the both Russian loan words: <i>kuuniq</i> from <i>kon’</i> and <i>luussitaq</i> from <i> lо́shad’</i>, and their isogloss follows a traditional north vs. south patter. <i>tunturpak</i>, literally means ‘big moose’, is used in Norton Sound Unaliq, and the area around Bethel uses the Yup’icized English word. He also mentions that the variant <i>luussatiq</i> (from Russian Mission) is closer to the Russian original, lо́shad’ than the common form <i>luussitaq</i> because Russian mission was the center of Russian influence. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> *</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> E</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  *</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> E </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> E</td>
</tr>
</table>",,,,09458e0885cefd3cebe4d2c94961e133,
112145,Northern Asia: North Caucasian Languages,"This map displays the locations where North Caucasian languages are spoken throughout Northern Asia. While the area inhabited by speakers  is comparable to those of the South Caucasian languages, there are far more languages in this language group.  This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,313872_geojson,
112687,Slav settlement of the Balkans,"Taking information from written records and archeological evidence (although minimal), this map demonstrates the approximate Slav settlement patterns across the Balkan region. The various Slavic group names on this map illustrate the approximate locations in the sevent and eighth centuries. Their settlement appears to be inconsistent over the area which is thought to be due to the mountainous terrains.",,,,112726_geojson 112761_geojson 113258_geojson fc83252391227e83429e70f3e5c0229e,
109741,Taiwan: Ethnic Groups (Melton et al.),"This map gives approximate geographic boundaries for eight aboriginal groups in Taiwan.
",,,,109744_geojson 956e44707acb2dcffebdda639d6ae611,
111478,The Philippines: The Numerically Most Important Languages,"This map shows the 'Major Indigenous Languages' of the Philippines at the time of contact, as determined by number of speakers. All the languages included have more than 1 million speakers, and are considered 'Lingua Franca's' in the different regions of the country. The Philippines linguistic make up includes approximately 150 different languages (Irvine and Appleyard 2007).
This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.",,,,111762_geojson,This map is part of a mapping project detailing the languages of the Australian and Austronesian language families. (Information forthcoming). The maps may be overlaid on each other for a more complete picture.
111737,Northern Asia: Ket,"This map displays the locations where Ket is spoken throughout Northern Asia. This language, today a language isolate, is considered to be one of the last representatives of the Yenisei language family, its speakers inhabiting a small area of central Russia.  This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,313912_geojson,
111668,Northern Asia: Nivkh,"This map displays the locations where Nivkh is spoken throughout Northern Asia. This language, also called 'Gilyak', is considered to be a language isolate, its speakers inhabiting only a few small areas in eastern Russia.  This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,319746_geojson,
347036,Southeast Asia: Miao (Language Atlas of the Pacific),This map is an LL-MAP amalgamation of Miao (Meo) language polygons from both the Mainland S.E. Asia (N) and Hainan map (©ECAI Digital Language Atlas of the Pacific Area) and The Dialects of the Miao Language map (Language Atlas of China) to create a map showing all the Miao/Meo Language polygons in the entire SE Asia region.,,,,0c5c5fc7be92e9f86625dd0d1121228b 19a5a056bfce0cfa570e156426cefda0 347039_geojson 3a065818263abb8fea044ae5e0e965cb 3fc2b19d0536f66b03737d7947b8aa27 8a1ad9f3d4383f2d14dd1a06f7586069 cceec35c6424dcb6739f08116ac8d74d d4f09c44e39213d09c77012cf7f3eabd,
361749,Yup'ik Dialect Atlas and Study: HUMPBACK SALMON,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>terteq</i>, B stands for <i>cuqpeq</i>, C stands for <i>amaqsuq</i>, D stands for <i>amaqsuk</i> (pronounced <i>amaqsug</i>), and E stands for <i>amaqaayak</i>.  
For the Yup’ik item—<i>Humpback salmon</i>—Jacobson notes that <i>amaqsuq/ amaqsuk</i> and <i>amaqaayak</i> refer to the salmons species’ hump (<i>amaq</i>). He suggests that the use of <i>amaqsuq/ amaqsuk</i> only in the area far from the borders with other Eskimos (the Nelson Is. area in Yup’ik and Nunivak) is unusual. <i>Cuqpeq</i> may relate to <i>cuqlur-</i> ‘bent out of shape’ and <i>cuqir-</i> ‘being bent’ refers the fish’s hump. <i>terteq</i>’s etymology is unknown. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>C</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> C</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> *</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> C</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  C</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> C</td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> C</td>
</tr>
</table>",,,,82d1b123b4eec7864029a01b9c6a8bf8,
361799,Yup'ik Dialect Atlas and Study: ICE,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>ciku</i>, and B stands for <i>qenu</i>.  
For the Yup’ik item—<i>Ice</i>—Jacobson notes that <i>qenu</i> and <i>ciku</i> are used both outside and in some areas inside Yup’ik. <i>Genu</i> is ‘fragile ice on the water (either slush ice or a thin layer)’. <i>qenu</i> appears in the derivative form <i>qenuirun</i> ‘net-like scoop for removing ice fragments from a water hole’ in the places where only <i>ciku</i> is used. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>B/A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> B/A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> B/X</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> B/A</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  B/A</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> B/A</td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> A</td>
</tr>
</table>",,,,6375ab220f95436d0d079f4b507e5269,
361864,"Yup'ik Dialect Atlas and Study: ""JACKRABBIT,"" ARCTIC HARE","This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>qayuqeggliq</i>, B stands for <i>ugasek</i>, and C stands for <i>negilirkaq</i>.  
For the Yup’ik item—<i>""Jackrabbit"", arctic hare</i>--Jacobson notes that <i>qayuqeggliq</i> literally means ‘good for soup’, and “the Canineq localism <i>negilirkaq</i> means ‘raw material for a parka ruff’”. He suggests that <i>ugasek</i> is an unusual word and may relate to <i>uatek</i> ‘haunches.’
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>X</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> X</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> *</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> *</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  *</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> *</td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> *</td>
</tr>
</table>",,,,f654e6297310b5d6742a9c1164e8ce99,
